pmid,title,journal,pubdate_raw,pubdate_iso,doi,pmc,pubmed_url,doi_url,pmc_pdf_url,in_query_a,in_query_b,study_type,topic,score_applicability,score_effect,score_robustness,score_novelty,score_total,clinical_question,key_finding,main_limitation,tomorrow_change
40757395,"The who, how and what of educational outcome research for autistic students published in the last decade: A systematic quantitative literature review.",The British journal of educational psychology,2026 Mar,2026-03-15,10.1111/bjep.70015,PMC12879530,https://pubmed.ncbi.nlm.nih.gov/40757395/,https://doi.org/10.1111/bjep.70015,https://pmc.ncbi.nlm.nih.gov/articles/PMC12879530/pdf/,1,1,Other,Autismo/TEA,3,1,0,0,4,Que estrategias muestran beneficio funcional real en TEA?,"The who, how and what of educational outcome research for autistic students published in the last decade: A systematic quantitative literature review.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41397488,The effects of acute aerobic exercise on stressor-evoked physiological and psychological responses.,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,2026 Feb,2026-02-15,10.1016/j.ijpsycho.2025.113309,,https://pubmed.ncbi.nlm.nih.gov/41397488/,https://doi.org/10.1016/j.ijpsycho.2025.113309,,0,1,RCT/CT,Ansiedad,4,0,0,0,4,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,The effects of acute aerobic exercise on stressor-evoked physiological and psychological responses.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41270771,"Efficacy and safety of mirikizumab in paediatric participants with moderately-to-severely active ulcerative colitis (SHINE-1): a multicentre, open-label, non-randomised phase 2 trial.",The lancet. Gastroenterology & hepatology,2026 Feb,2026-02-15,10.1016/S2468-1253(25)00196-7,,https://pubmed.ncbi.nlm.nih.gov/41270771/,https://doi.org/10.1016/S2468-1253(25)00196-7,,0,1,Other,IVRS/Resfriado,3,1,0,0,4,"Que medidas reducen sintomas, complicaciones o uso de recursos en IVRS?","Efficacy and safety of mirikizumab in paediatric participants with moderately-to-severely active ulcerative colitis (SHINE-1): a multicentre, open-label, non-randomised phase 2 trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Refinar consejo clinico y seguridad de manejo domiciliario.
40758565,Development and tailoring of a peer-administered asthma management intervention for urban Latino middle school children.,The Journal of asthma : official journal of the Association for the Care of Asthma,2026 Feb,2026-02-15,10.1080/02770903.2025.2539807,,https://pubmed.ncbi.nlm.nih.gov/40758565/,https://doi.org/10.1080/02770903.2025.2539807,,0,1,RCT/CT,Asma/Sibilancias,3,1,0,0,4,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,Development and tailoring of a peer-administered asthma management intervention for urban Latino middle school children.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
40736650,Pilot pragmatic clinical trial of iron therapy in children with anemia of chronic kidney disease (FeTCh-CKD).,"Pediatric nephrology (Berlin, Germany)",2026 Feb,2026-02-15,10.1007/s00467-025-06903-1,,https://pubmed.ncbi.nlm.nih.gov/40736650/,https://doi.org/10.1007/s00467-025-06903-1,,0,1,RCT/CT,Obesidad,4,0,0,0,4,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Pilot pragmatic clinical trial of iron therapy in children with anemia of chronic kidney disease (FeTCh-CKD).,Estudio piloto/viabilidad: validez externa limitada.,Afinar intervenciones de estilo de vida con metas medibles.
40449582,Editorial: Physical Exercise as a Treatment for Anxiety and Depression in Children and Adolescents?,Journal of the American Academy of Child and Adolescent Psychiatry,2026 Feb,2026-02-15,10.1016/j.jaac.2025.05.013,,https://pubmed.ncbi.nlm.nih.gov/40449582/,https://doi.org/10.1016/j.jaac.2025.05.013,,1,0,Other,Ansiedad,3,1,0,0,4,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Editorial: Physical Exercise as a Treatment for Anxiety and Depression in Children and Adolescents?,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41284544,Preventing depression in Chinese children and adolescents: A pilot study of a brief school-based cognitive behavioral group program.,Journal of affective disorders,2026 Feb 1,2026-02-01,10.1016/j.jad.2025.120559,,https://pubmed.ncbi.nlm.nih.gov/41284544/,https://doi.org/10.1016/j.jad.2025.120559,,0,1,RCT/CT,Ansiedad,3,0,0,1,4,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Preventing depression in Chinese children and adolescents: A pilot study of a brief school-based cognitive behavioral group program.,Estudio piloto/viabilidad: validez externa limitada.,Actualizar recomendaciones psicoterapeuticas de primera linea.
41519738,Comprehensive review of carbonated soft drink consumption rates and their public health importance.,BMC public health,2026 Jan 10,2026-01-10,10.1186/s12889-025-26141-2,,https://pubmed.ncbi.nlm.nih.gov/41519738/,https://doi.org/10.1186/s12889-025-26141-2,,1,1,Other,Obesidad,3,1,0,0,4,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Comprehensive review of carbonated soft drink consumption rates and their public health importance.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41544039,Supporting mental well-being of healthcare workers using a mobile app: A mixed-methods feasibility study.,PloS one,2026,2026-07-01,10.1371/journal.pone.0341055,PMC12810850,https://pubmed.ncbi.nlm.nih.gov/41544039/,https://doi.org/10.1371/journal.pone.0341055,https://pmc.ncbi.nlm.nih.gov/articles/PMC12810850/pdf/,0,1,RCT/CT,Ansiedad,2,1,0,0,3,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Supporting mental well-being of healthcare workers using a mobile app: A mixed-methods feasibility study.,Estudio piloto/viabilidad: validez externa limitada.,Actualizar recomendaciones psicoterapeuticas de primera linea.
41412341,Regulatory flexibility and psychological health - Is more always better?,Journal of affective disorders,2026 Apr 1,2026-04-01,10.1016/j.jad.2025.120893,PMC12857431,https://pubmed.ncbi.nlm.nih.gov/41412341/,https://doi.org/10.1016/j.jad.2025.120893,https://pmc.ncbi.nlm.nih.gov/articles/PMC12857431/pdf/,1,0,Other,Ansiedad,2,1,0,0,3,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Regulatory flexibility and psychological health - Is more always better?,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41626651,Effect of Morphine on Respiratory Drive in Infants With Acute Viral Bronchiolitis Receiving Neurally Adjusted Ventilatory Assist.,Respiratory care,2026 Feb,2026-02-15,10.1177/19433654251377666,,https://pubmed.ncbi.nlm.nih.gov/41626651/,https://doi.org/10.1177/19433654251377666,,0,1,RCT/CT,Bronquiolitis/RSV,3,0,0,0,3,Que cambia en soporte respiratorio y eventos clinicos en lactantes esta temporada?,Effect of Morphine on Respiratory Drive in Infants With Acute Viral Bronchiolitis Receiving Neurally Adjusted Ventilatory Assist.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar mensaje a familias y criterios de seguimiento respiratorio.
41015339,Editorial: Autism Spectrum Disorder and Obsessive-Compulsive Disorder.,Journal of the American Academy of Child and Adolescent Psychiatry,2026 Feb,2026-02-15,10.1016/j.jaac.2025.09.024,,https://pubmed.ncbi.nlm.nih.gov/41015339/,https://doi.org/10.1016/j.jaac.2025.09.024,,1,1,Other,Autismo/TEA,3,0,0,0,3,Que estrategias muestran beneficio funcional real en TEA?,Editorial: Autism Spectrum Disorder and Obsessive-Compulsive Disorder.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41626685,High-flow nasal cannula use for respiratory support in children for indications other than acute bronchiolitis.,The Cochrane database of systematic reviews,2026 Feb 2,2026-02-02,10.1002/14651858.CD016323,PMC12862885,https://pubmed.ncbi.nlm.nih.gov/41626685/,https://doi.org/10.1002/14651858.CD016323,https://pmc.ncbi.nlm.nih.gov/articles/PMC12862885/pdf/,1,1,Other,Bronquiolitis/RSV,2,0,0,1,3,Que cambia en soporte respiratorio y eventos clinicos en lactantes esta temporada?,High-flow nasal cannula use for respiratory support in children for indications other than acute bronchiolitis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar mensaje a familias y criterios de seguimiento respiratorio.
41524234,Invasive non-typhoidal Salmonella infections in China (1961-2024): a retrospective systematic analysis of multicentre case reports.,Journal of global health,2026 Jan 12,2026-01-12,10.7189/jogh.16.04008,PMC12796866,https://pubmed.ncbi.nlm.nih.gov/41524234/,https://doi.org/10.7189/jogh.16.04008,https://pmc.ncbi.nlm.nih.gov/articles/PMC12796866/pdf/,1,1,Other,Gastroenteritis,2,1,0,0,3,"Que intervenciones previenen deshidratacion, ingreso o complicaciones?",Invasive non-typhoidal Salmonella infections in China (1961-2024): a retrospective systematic analysis of multicentre case reports.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Reforzar plan de hidratacion y signos de alarma.
41635275,"The Safety and Efficacy of Absnow Fully Biodegradable Atrial Septal Defect Occluder: A Prospective, Single-Center Phase III Clinical Trial.",Clinical cardiology,2026 Feb,2026-02-15,10.1002/clc.70262,,https://pubmed.ncbi.nlm.nih.gov/41635275/,https://doi.org/10.1002/clc.70262,,0,1,Other,Autismo/TEA,2,0,0,0,2,Que estrategias muestran beneficio funcional real en TEA?,"The Safety and Efficacy of Absnow Fully Biodegradable Atrial Septal Defect Occluder: A Prospective, Single-Center Phase III Clinical Trial.",Unicentrico: generalizacion limitada.,Orientar objetivos realistas y derivacion temprana.
41607926,Disease experiences and perspectives of adolescent patients with inflammatory bowel disease: a meta-synthesis of qualitative research.,Frontiers in public health,2025,2025-07-01,10.3389/fpubh.2025.1696741,PMC12838276,https://pubmed.ncbi.nlm.nih.gov/41607926/,https://doi.org/10.3389/fpubh.2025.1696741,https://pmc.ncbi.nlm.nih.gov/articles/PMC12838276/pdf/,1,1,Other,Other,2,0,0,0,2,Que aporta este estudio para la toma de decisiones en AP pediatrica?,Disease experiences and perspectives of adolescent patients with inflammatory bowel disease: a meta-synthesis of qualitative research.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
41436581,Secondary obsessive-compulsive syndromes: a systematic literature review resulting in 228 suspected cases.,Molecular psychiatry,2026 Feb,2026-02-15,10.1038/s41380-025-03395-1,PMC12815680,https://pubmed.ncbi.nlm.nih.gov/41436581/,https://doi.org/10.1038/s41380-025-03395-1,https://pmc.ncbi.nlm.nih.gov/articles/PMC12815680/pdf/,1,1,Other,Other,1,0,0,0,1,Que aporta este estudio para la toma de decisiones en AP pediatrica?,Secondary obsessive-compulsive syndromes: a systematic literature review resulting in 228 suspected cases.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
